0,0,0.78645,0,0,0,0,0,0,0,0,0.38238,0,0,0,0,0,0.13337,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65261,0.17218,0,0,0
0,0,0.070218,0,0.15921,0,0.022824,0,0,0,0,0.13657,0,0,0,0,0,0.095261,0,0.092663,0.065449,0,0.23641,0,0,0.23308,0,0,0,0
0,0,0,0,0,0.37128,0,0,0,0,0,0,0,0,0,0,0,0.11114,0,0.21621,0,0,0.41373,0,0,0.21754,0,0,0,0
0,0,0,0,0.16717,0.13923,0.079885,0,0,0.091554,0,0,0,0.14119,0,0,0,0.16671,0,0.054054,0,0,0.10343,0,0,0.081577,0,0,0,0.082091
0,0.74112,0.61441,0.21512,0,0.13923,0.039942,0,0,0,0,0,0,0,0,0,0,0.083354,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24964,0,0,0.093852,0.58623,0.16818,0,0,0.1542,0.11671,0,0,0,0,0,0,0,0,0.045519,0,0.1408,0,0,0,0,0,0,0,0
0,0.13175,0.21846,0,0.049533,0.12376,0.071009,0,0,0.081381,0.12319,0,0.44588,0,0,0,0,0.037046,0,0.096095,0,0,0.091939,0,0,0,0.038262,0,0.15528,0
0,0.5082,0,0,0,0.07956,0.091297,0.061464,0,0.052316,0.15839,0,0.19109,0.080682,0,0,0,0.023815,0,0.061776,0,0.19109,0,0,0,0,0,0,0.49912,0
0,0.24534,0,0,0.015372,0.4609,0.088149,0,0,0.075768,0.038232,0.016482,0.41513,0,0,0,0,0.011497,0,0,0,0.41513,0,0,0,0,0,0,0.33734,0
0,0.31621,0.13107,0,0,0,0.042605,0,0,0,0.44349,0.06373,0.3567,0,0,0,0,0.13337,0,0,0,0,0,0,0,0,0.091828,0,0,0
0.090876,0.27901,0,0,0,0.91728,0,0,0,0.086168,0,0,0.62947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081025,0,0,0
0.14045,0,0,0,0.16211,0.20252,0,0,0,0,0,0.17381,0.97282,0,0,0,0,0,0,0,0,0.24321,0,0,0,0,0,0,0,0
0.34331,0,0,0.19122,0,0,0.071009,0,0,0,0,0.21243,0,0,0,0,0,0,0,0.19219,0,0,0,0,0,0,0.076524,0,0,0
0,0,0,0,0,0.31824,0.18259,0,0,0,0,0,0,0.32273,0,0,0,0.095261,0,0,0,0,0.23641,0,0,0,0.098388,0,0,0
0,0,0,0,0.17832,0,0.12782,0,0,0,0,0.19119,0,0,0,0,0,0.13337,0,0,0,0,0.33098,0,0,0,0,0,0,0
0,0,0,0,0.11888,0,0.042605,0,0,0,0,0,0,0,0,0.27203,0,0.088911,0,0.057657,0,0,0.11033,0,0,0.087015,0.091828,0.1979,0,0.087564
0,0,0,0.14342,0,0,0,0,0,0,0,0,0,0,0.16318,0.17002,0,0,0,0.28829,0,0,0.13791,0.31867,0,0,0,0,0,0.21891
0,0,0,0,0.11145,0,0,0,0,0,0,0,0,0,0,0,0,0.083354,0.69511,0.10811,0,0,0,0,0,0,0.086089,0.18553,0,0
0,0,0.19661,0,0.17832,0,0.063908,0,0,0,0,0.095596,0,0,0,0,0,0,0,0.086486,0,0,0,0,0,0.39157,0.068871,0,0,0
0,0,0,0,0.12737,0,0,0,0,0,0,0.27313,0,0,0,0,0,0.095261,0,0,0,0,0,0,0,0.18646,0.098388,0.21204,0,0
0,0,0,0,0,0,0,0,0,0,0,0.13657,0,0.64546,0,0,0,0,0,0,0,0,0,0,0,0.37292,0.098388,0,0,0.18764
0,0,0,0.38244,0,0,0.071009,0,0,0,0,0.10622,0,0,0,0,0,0.22228,0,0.096095,0,0,0,0,0,0,0,0.16492,0,0
0,0,0,0,0.08916,0,0,0,0,0,0,0.095596,0,0,0,0,0,0,0,0.17297,0,0,0.33098,0,0,0.39157,0.068871,0,0,0
0,0,0.32769,0,0,0,0,0,0,0,0,0.15933,0,0.37652,0,0,0,0.11114,0,0.28829,0,0,0,0,0,0,0,0,0,0
0,0.18243,0,0,0,0,0,0,0,0,0.17057,0.29414,0,0,0,0,0,0.051295,0,0.13306,0,0,0.2546,0,0,0.2008,0,0,0,0
0,0.3388,0,0,0.12737,0.31824,0.045649,0,0,0,0.15839,0.20485,0,0,0,0,0,0,0,0.12355,0,0,0,0.13657,0,0,0,0,0,0
0,0,0,0,0,0,0.42605,0,0,0,0,0,0,0,0,0,0,0.22228,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.47798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65261,0,0,0,0
0,0,0,0,0.2229,0,0.15977,0,0,0,0,0,0,0,0,0,0,0,0,0.21621,0,0,0,0,0,0,0.17218,0,0,0
0,0,0,0,0.1486,0,0.21303,0,0,0,0,0,0,0,0,0,0,0.11114,0,0.28829,0,0,0,0,0,0,0,0,0,0
0,0,0,0.3442,0.17832,0,0,0,0,0,0,0.19119,0,0,0,0,0,0.13337,0,0.17297,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8326,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.1486,0,0,0,0,0,0,0,0,0,0,0,0,0.11114,0,0.14414,0,0,0,0,0,0.65261,0,0,0,0
0,0,0,0,0,0,0.31954,0,0,0,0,0.47798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89175,0,0,0,0,0.11479,0,0,0.21891
