61.778,70.787,80.134,49.761,37.479,33.854,30.852,27.702,30.256,33.21,41.636,54.802,61.956
8.2857,10.039,10.311,14.399,32.616,31.276,26.281,28.568,32.032,31.742,30.499,26.81,19.674
16.443,22.629,27.196,21.494,27.587,28.131,18.926,19.732,20.46,18.451,18.219,15.001,8.6071
16.142,12.786,11.309,14.352,15.659,10.634,11.791,9.773,10.377,8.0677,5.4308,5.2518,4.1268
16.649,4.093,9.9772,11.761,7.5227,8.8641,6.1034,5.9317,12.504,7.9491,6.3957,10.771,11.47
5.6189,12.143,11.983,10.519,12.357,6.8357,4.7956,12.351,12.566,11.103,4.5758,7.8523,7.0593
11.103,10.721,13.227,16.574,4.6429,7.104,4.1688,4.1288,4.8831,4.268,6.2566,3.979,2.1949
12.592,13.867,8.1966,7.2148,13.756,4.8531,5.834,13.398,15.538,11.22,18.152,9.1912,5.1984
13.887,7.0788,2.0662,4.4569,8.4641,3.1379,6.951,1.9954,6.7612,6.8301,7.7951,4.1581,4.8877
4.7246,10.248,6.6742,4.2562,6.6853,6.0524,4.1737,2.5172,6.1072,3.2271,6.078,6.5621,9.1039
4.8868,3.5894,3.7442,8.095,5.7099,8.1116,5.5578,8.5591,7.668,5.7412,6.2863,2.2657,3.4168
3.6859,2.2037,4.9966,3.4864,3.1888,4.6367,4.3513,2.3382,1.7446,7.7151,5.2339,3.6616,4.7372
1.5988,1.9802,3.3549,5.3463,8.7208,3.856,2.5087,4.2144,4.7889,2.7918,4.1846,4.7521,2.1908
