39.912,15.483,23.313,14.232,9.0085,3.5232,7.8914,15.435,52.652,67.719,96.809,109.22,103.97
10.77,10.897,7.8014,8.3926,5.707,8.5238,7.4383,5.5721,7.951,15.206,14.186,8.6038,17.633
9.2887,3.032,14.578,9.3422,6.75,8.6516,7.1722,8.8799,5.7276,12.248,15.642,13.286,17.195
25.262,20.52,12.453,11.568,18.247,40.709,37.094,17.762,8.1434,23.006,13.27,7.1949,23.164
8.3541,10.606,23.643,26.601,25.42,7.9119,13.126,8.6687,30.221,16.028,5.9021,13.784,18.878
7.7895,6.0187,7.0661,3.3323,8.9734,2.3014,24.387,25.537,9.7543,6.6209,5.9115,5.2842,4.8789
10.014,27.496,11.261,16.451,19.762,20.7,23.755,25.413,28.461,13.634,10.107,17.729,10.702
5.9809,17.277,8.572,4.1645,7.7231,10.416,12.749,12.498,16.939,10.191,4.6016,8.4321,11.347
14.018,4.635,5.1587,1.0761,5.2544,14.945,27.919,10.724,10.294,16.223,15.056,11.706,19.562
3.7952,2.4213,9.4102,2.241,10.21,27.378,8.7999,8.4075,4.406,9.9209,5.4213,10.859,13.158
14.048,12.943,6.9596,6.6226,12.768,1.7898,5.08,12.196,10.612,5.5527,9.7211,15.122,8.4477
9.5466,11.136,14.025,3.3263,11.738,6.1972,7.0927,2.9505,2.0876,3.3491,9.7314,5.4393,7.4913
8.4041,9.6477,6.3387,10.553,4.9684,4.9534,5.501,9.6411,3.9384,5.3755,2.9802,10.808,4.2898
